filename,non_vulnerable_present,non_vulnerable_nearby,vulnerable_present,vulnerable_nearby,crowded_critical
000868.txt,1,1,1,0,0
000869.txt,1,0,0,0,0
000870.txt,1,0,1,1,0
000871.txt,1,1,0,0,0
000872.txt,1,0,0,0,0
000873.txt,1,0,0,0,0
000874.txt,0,0,1,1,1
000875.txt,1,1,0,0,0
000876.txt,1,1,0,0,0
000877.txt,1,0,0,0,0
000878.txt,1,0,0,0,0
000879.txt,1,0,0,0,0
000880.txt,1,0,0,0,0
000881.txt,1,0,0,0,0
000882.txt,1,1,0,0,1
000883.txt,1,1,1,0,1
000884.txt,1,0,0,0,0
000885.txt,1,1,0,0,0
000886.txt,1,0,0,0,0
000887.txt,1,0,0,0,0
000888.txt,1,0,0,0,0
000889.txt,1,0,1,1,0
000890.txt,1,1,0,0,0
000891.txt,1,0,0,0,0
000892.txt,0,0,1,1,1
000893.txt,1,0,0,0,0
000894.txt,1,1,0,0,0
000895.txt,1,0,0,0,0
000896.txt,1,0,0,0,0
000897.txt,1,0,0,0,0
000898.txt,1,0,0,0,0
000899.txt,1,0,0,0,0
000900.txt,1,0,0,0,0
000901.txt,1,0,0,0,0
000902.txt,1,0,1,1,0
000903.txt,1,1,0,0,1
000904.txt,1,0,0,0,0
000905.txt,1,0,0,0,0
000906.txt,1,0,1,0,0
000907.txt,1,1,0,0,0
000908.txt,0,0,0,0,0
000909.txt,1,1,0,0,0
000910.txt,1,1,1,1,1
000911.txt,1,1,1,0,0
000912.txt,1,1,0,0,0
000913.txt,1,0,1,0,0
000914.txt,1,0,0,0,0
000915.txt,1,0,1,1,0
000916.txt,1,0,0,0,0
000917.txt,1,1,0,0,0
000918.txt,1,1,0,0,0
000919.txt,1,0,1,0,0
000920.txt,1,1,0,0,0
000921.txt,1,0,0,0,0
000922.txt,1,1,0,0,0
000923.txt,1,1,1,1,1
000924.txt,1,0,1,0,0
000925.txt,1,0,1,1,0
000926.txt,1,0,0,0,0
000927.txt,1,1,0,0,0
000928.txt,0,0,1,1,1
000929.txt,1,0,0,0,0
000930.txt,1,1,0,0,0
000931.txt,0,0,1,1,0
000932.txt,1,0,0,0,0
000933.txt,1,0,0,0,0
000934.txt,0,0,0,0,0
000935.txt,1,1,0,0,0
000936.txt,1,1,1,0,0
000937.txt,0,0,1,1,0
000938.txt,1,0,0,0,0
000939.txt,1,0,0,0,0
000940.txt,1,0,1,1,0
000941.txt,1,0,0,0,0
000942.txt,1,1,0,0,0
000943.txt,1,1,1,0,0
000944.txt,1,1,0,0,0
000945.txt,1,1,0,0,0
000946.txt,1,0,0,0,0
000947.txt,0,0,1,1,0
000948.txt,1,0,0,0,0
000949.txt,1,0,0,0,0
000950.txt,1,0,0,0,0
000951.txt,1,1,0,0,0
000952.txt,1,1,0,0,1
000953.txt,1,0,0,0,0
000954.txt,1,1,0,0,0
000955.txt,1,0,1,1,0
000956.txt,1,1,0,0,0
000957.txt,0,0,1,1,0
000958.txt,1,1,1,1,0
000959.txt,1,1,1,0,0
000960.txt,0,0,0,0,0
000961.txt,1,1,1,1,1
000962.txt,1,1,0,0,0
000963.txt,1,1,0,0,0
000964.txt,1,0,1,1,1
000965.txt,1,1,1,1,1
000966.txt,0,0,1,1,1
000967.txt,1,0,0,0,0
000968.txt,0,0,0,0,0
000969.txt,1,1,0,0,0
000970.txt,1,1,0,0,0
000971.txt,1,0,1,1,1
000972.txt,0,0,1,1,0
000973.txt,1,1,0,0,0
000974.txt,1,0,0,0,0
000975.txt,1,0,0,0,0
000976.txt,1,1,0,0,0
000977.txt,1,1,0,0,0
000978.txt,1,0,0,0,0
000979.txt,1,0,0,0,0
000980.txt,1,0,0,0,0
000981.txt,1,1,0,0,0
000982.txt,1,1,1,0,0
000983.txt,1,1,1,0,1
000984.txt,1,0,0,0,0
000985.txt,1,1,0,0,0
000986.txt,1,1,0,0,1
000987.txt,1,1,1,0,0
000988.txt,1,0,0,0,0
000989.txt,1,0,0,0,0
000990.txt,1,1,0,0,0
000991.txt,1,0,0,0,0
000992.txt,1,1,1,1,1
000993.txt,1,0,0,0,0
000994.txt,1,0,0,0,0
000995.txt,1,1,0,0,0
000996.txt,1,1,0,0,0
000997.txt,1,0,0,0,0
000998.txt,1,1,1,1,0
000999.txt,1,0,1,1,1
001000.txt,1,1,0,0,0
001001.txt,1,0,0,0,0
001002.txt,1,0,0,0,0
001003.txt,1,1,1,0,0
001004.txt,1,0,0,0,0
001005.txt,1,1,0,0,0
001006.txt,1,0,0,0,0
001007.txt,1,1,0,0,1
001008.txt,1,0,1,1,0
001009.txt,1,0,0,0,0
001010.txt,1,1,0,0,0
001011.txt,1,1,0,0,0
001012.txt,1,1,0,0,0
001013.txt,1,1,0,0,0
001014.txt,1,0,0,0,0
001015.txt,1,1,1,0,0
001016.txt,1,0,0,0,0
001017.txt,1,0,0,0,0
001018.txt,1,1,0,0,0
001019.txt,0,0,0,0,0
001020.txt,1,1,0,0,0
001021.txt,1,0,1,0,0
001022.txt,1,0,1,0,0
001023.txt,1,0,0,0,0
001024.txt,1,0,0,0,0
001025.txt,1,1,0,0,0
001026.txt,1,0,1,0,0
001027.txt,1,0,1,0,0
001028.txt,1,1,0,0,0
001029.txt,0,0,1,1,0
001030.txt,1,0,0,0,0
001031.txt,0,0,1,1,0
001032.txt,1,0,0,0,0
001033.txt,0,0,1,1,0
001034.txt,1,0,1,0,0
001035.txt,1,1,1,1,1
001036.txt,0,0,1,1,0
001037.txt,0,0,1,1,0
001038.txt,1,1,0,0,0
001039.txt,1,1,0,0,0
001040.txt,1,1,1,0,0
001041.txt,1,1,0,0,0
001042.txt,1,1,1,0,0
001043.txt,1,0,0,0,0
001044.txt,1,1,0,0,0
001045.txt,1,1,1,0,0
001046.txt,1,0,1,1,1
001047.txt,0,0,0,0,0
001048.txt,1,1,0,0,0
001049.txt,1,0,1,1,1
001050.txt,1,0,1,0,0
001051.txt,1,0,0,0,0
001052.txt,1,0,0,0,0
001053.txt,1,0,0,0,0
001054.txt,1,1,0,0,1
001055.txt,1,1,1,1,0
001056.txt,1,1,0,0,0
001057.txt,0,0,1,1,0
001058.txt,1,1,0,0,0
001059.txt,1,0,0,0,0
001060.txt,1,1,0,0,0
001061.txt,1,0,1,1,0
001062.txt,1,1,1,1,1
001063.txt,1,0,0,0,0
001064.txt,0,0,0,0,0
001065.txt,1,1,0,0,0
001066.txt,1,1,0,0,0
001067.txt,1,1,0,0,0
001068.txt,1,0,1,1,1
001069.txt,1,0,1,0,0
001070.txt,1,0,1,1,1
001071.txt,1,1,0,0,0
001072.txt,1,1,0,0,0
001073.txt,1,0,0,0,0
001074.txt,1,1,0,0,0
001075.txt,1,0,0,0,0
001076.txt,1,0,0,0,0
001077.txt,1,1,0,0,1
001078.txt,1,1,0,0,1
001079.txt,1,0,0,0,0
001080.txt,1,0,0,0,0
001081.txt,1,0,0,0,0
001082.txt,1,1,0,0,0
001083.txt,1,1,0,0,0
001084.txt,1,1,0,0,1
001085.txt,1,0,0,0,0
001086.txt,1,0,1,0,0
001087.txt,1,1,0,0,0
001088.txt,0,0,1,1,0
001089.txt,1,1,0,0,0
001090.txt,1,0,0,0,0
001091.txt,0,0,1,1,0
001092.txt,1,0,0,0,0
001093.txt,1,1,0,0,0
001094.txt,1,0,0,0,0
001095.txt,1,0,0,0,0
001096.txt,1,1,0,0,0
001097.txt,1,1,0,0,0
001098.txt,1,0,0,0,0
001099.txt,1,0,0,0,0
001100.txt,1,1,1,1,1
001101.txt,1,0,1,1,1
001102.txt,1,0,0,0,0
001103.txt,1,0,0,0,0
001104.txt,1,1,0,0,0
001105.txt,1,0,0,0,0
001106.txt,0,0,1,1,1
001107.txt,1,1,0,0,0
001108.txt,1,1,0,0,0
001109.txt,1,0,0,0,0
001110.txt,1,1,0,0,0
001111.txt,1,0,1,0,0
001112.txt,1,0,1,1,0
001113.txt,0,0,1,1,0
001114.txt,1,0,1,1,0
001115.txt,1,0,0,0,0
001116.txt,1,0,0,0,0
001117.txt,1,1,0,0,0
001118.txt,1,0,0,0,0
001119.txt,1,0,0,0,0
001120.txt,1,1,0,0,0
001121.txt,1,0,0,0,0
001122.txt,1,0,0,0,0
001123.txt,1,1,1,0,0
001124.txt,0,0,1,1,0
001125.txt,1,1,0,0,0
001126.txt,1,0,0,0,0
001127.txt,1,1,0,0,0
001128.txt,1,1,0,0,0
001129.txt,1,0,0,0,0
001130.txt,1,0,0,0,0
001131.txt,1,0,0,0,0
001132.txt,1,1,1,1,1
001133.txt,1,0,0,0,0
001134.txt,1,0,1,1,0
001135.txt,1,1,0,0,0
001136.txt,1,1,0,0,0
001137.txt,1,1,0,0,0
001138.txt,1,1,0,0,0
001139.txt,1,0,0,0,0
001140.txt,1,1,0,0,0
001141.txt,1,0,1,0,0
001142.txt,1,1,0,0,0
001143.txt,1,1,0,0,0
001144.txt,1,0,0,0,0
001145.txt,1,0,1,0,0
001146.txt,1,1,0,0,0
001147.txt,1,1,1,1,1
001148.txt,1,0,0,0,0
001149.txt,0,0,1,1,0
001150.txt,1,1,0,0,1
001151.txt,1,1,0,0,0
001152.txt,1,0,0,0,0
001153.txt,1,1,0,0,0
001154.txt,1,0,0,0,0
001155.txt,1,0,0,0,0
001156.txt,1,1,0,0,0
001157.txt,1,1,0,0,0
001158.txt,1,1,0,0,0
001159.txt,1,0,0,0,0
001160.txt,0,0,1,1,0
001161.txt,0,0,1,1,0
001162.txt,1,1,0,0,1
001163.txt,1,1,0,0,0
001164.txt,1,1,0,0,0
001165.txt,1,0,0,0,0
001166.txt,1,1,0,0,0
001167.txt,1,0,1,0,0
001168.txt,1,0,1,0,0
001169.txt,0,0,1,1,0
001170.txt,1,1,0,0,0
001171.txt,1,0,1,0,0
001172.txt,1,1,0,0,0
001173.txt,1,0,0,0,0
001174.txt,0,0,1,1,0
001175.txt,1,1,0,0,1
001176.txt,1,0,0,0,0
001177.txt,1,0,1,0,0
001178.txt,1,1,0,0,0
001179.txt,1,1,1,1,0
001180.txt,1,1,1,1,1
001181.txt,1,1,0,0,0
001182.txt,1,1,0,0,0
001183.txt,1,1,0,0,0
001184.txt,1,0,1,1,0
001185.txt,1,1,0,0,0
001186.txt,0,0,0,0,0
001187.txt,1,1,0,0,0
001188.txt,0,0,1,1,0
001189.txt,0,0,1,1,0
001190.txt,1,1,0,0,0
001191.txt,0,0,1,1,0
001192.txt,1,1,0,0,0
001193.txt,1,1,1,1,1
001194.txt,0,0,0,0,0
001195.txt,1,1,0,0,0
001196.txt,1,1,1,0,0
001197.txt,1,0,0,0,0
001198.txt,1,1,1,1,1
001199.txt,1,1,0,0,1
001200.txt,1,0,0,0,0
001201.txt,1,0,0,0,0
001202.txt,0,0,0,0,0
001203.txt,1,1,1,0,0
001204.txt,1,1,1,0,0
001205.txt,0,0,1,1,0
001206.txt,1,1,0,0,0
001207.txt,0,0,1,1,1
001208.txt,0,0,1,1,0
001209.txt,1,1,0,0,0
001210.txt,1,0,0,0,0
001211.txt,0,0,1,1,0
001212.txt,1,0,0,0,0
001213.txt,1,1,0,0,0
001214.txt,1,0,0,0,0
001215.txt,1,1,0,0,0
001216.txt,1,0,1,1,0
001217.txt,1,1,0,0,0
001218.txt,1,0,1,0,0
001219.txt,1,0,0,0,0
001220.txt,0,0,1,1,1
001221.txt,1,1,1,1,1
001222.txt,1,1,1,1,1
001223.txt,1,0,0,0,0
001224.txt,1,1,0,0,1
001225.txt,1,1,1,1,0
001226.txt,1,1,0,0,0
001227.txt,1,1,0,0,1
001228.txt,0,0,1,1,0
001229.txt,1,0,0,0,0
001230.txt,1,1,0,0,0
001231.txt,0,0,0,0,0
001232.txt,1,1,0,0,0
001233.txt,0,0,1,1,0
001234.txt,1,0,0,0,0
001235.txt,1,0,0,0,0
001236.txt,1,0,0,0,0
001237.txt,1,1,0,0,1
001238.txt,1,0,1,1,1
001239.txt,1,1,0,0,0
001240.txt,1,1,0,0,0
001241.txt,1,1,0,0,0
001242.txt,1,0,1,1,0
001243.txt,1,0,0,0,0
001244.txt,1,1,0,0,0
001245.txt,1,0,1,0,0
001246.txt,1,1,0,0,0
001247.txt,1,1,0,0,0
001248.txt,1,1,0,0,0
001249.txt,0,0,1,1,0
001250.txt,1,0,0,0,0
001251.txt,0,0,0,0,0
001252.txt,0,0,1,1,1
001253.txt,1,0,0,0,0
001254.txt,1,1,1,0,0
001255.txt,1,0,0,0,0
001256.txt,0,0,1,1,0
001257.txt,1,0,0,0,0
001258.txt,0,0,0,0,0
001259.txt,1,0,0,0,0
001260.txt,1,1,0,0,0
001261.txt,1,1,0,0,0
001262.txt,1,1,1,0,1
001263.txt,1,0,1,1,0
001264.txt,1,0,0,0,0
001265.txt,1,0,0,0,0
001266.txt,0,0,1,0,0
001267.txt,0,0,1,1,1
001268.txt,1,1,1,0,0
001269.txt,1,1,0,0,0
001270.txt,1,1,0,0,0
001271.txt,1,1,0,0,0
001272.txt,0,0,1,1,0
001273.txt,1,1,0,0,0
001274.txt,1,1,1,0,0
001275.txt,1,0,0,0,0
001276.txt,1,0,0,0,0
001277.txt,1,1,0,0,0
001278.txt,1,0,0,0,0
001279.txt,0,0,1,1,0
001280.txt,1,1,0,0,0
001281.txt,1,0,1,0,0
001282.txt,1,0,0,0,0
001283.txt,1,0,1,0,0
001284.txt,1,1,0,0,0
001285.txt,1,0,0,0,0
001286.txt,0,0,1,0,0
001287.txt,1,1,0,0,0
001288.txt,1,1,0,0,0
001289.txt,1,0,1,0,0
001290.txt,1,1,1,0,0
001291.txt,1,0,0,0,0
001292.txt,1,0,0,0,0
001293.txt,1,0,0,0,0
001294.txt,1,1,0,0,0
001295.txt,1,0,1,0,0
001296.txt,1,0,0,0,0
001297.txt,1,0,0,0,0
001298.txt,0,0,0,0,0
001299.txt,1,0,0,0,0
001300.txt,0,0,1,1,0
001301.txt,1,1,0,0,1
001302.txt,1,0,0,0,0
001303.txt,1,0,0,0,0
001304.txt,1,0,0,0,0
001305.txt,1,0,0,0,0
001306.txt,1,0,0,0,0
001307.txt,1,0,1,1,0
001308.txt,1,0,1,0,0
001309.txt,1,1,0,0,0
001310.txt,0,0,1,1,0
001311.txt,1,1,1,1,1
001312.txt,1,0,0,0,0
001313.txt,1,1,0,0,0
001314.txt,0,0,1,1,0
001315.txt,1,0,0,0,0
001316.txt,1,0,0,0,0
001317.txt,1,0,0,0,0
001318.txt,1,0,0,0,0
001319.txt,1,1,1,1,1
001320.txt,1,0,0,0,0
001321.txt,1,1,0,0,0
001322.txt,1,0,1,1,0
001323.txt,0,0,1,1,0
001324.txt,1,0,0,0,0
001325.txt,1,0,1,0,0
001326.txt,1,0,0,0,0
001327.txt,1,1,0,0,0
001328.txt,1,0,1,0,0
001329.txt,1,0,0,0,0
001330.txt,1,0,1,0,0
001331.txt,1,0,0,0,0
001332.txt,1,0,0,0,0
001333.txt,1,1,1,1,1
001334.txt,0,0,1,1,1
001335.txt,1,0,0,0,0
001336.txt,1,0,1,1,0
001337.txt,1,1,0,0,0
001338.txt,1,0,0,0,0
001339.txt,1,0,0,0,0
001340.txt,0,0,1,1,0
001341.txt,1,0,0,0,0
001342.txt,1,0,0,0,0
001343.txt,1,0,0,0,0
001344.txt,1,0,0,0,0
001345.txt,0,0,1,1,0
001346.txt,1,0,0,0,0
001347.txt,1,0,0,0,0
001348.txt,0,0,1,1,0
001349.txt,1,1,0,0,0
001350.txt,0,0,0,0,0
001351.txt,1,0,0,0,0
001352.txt,1,0,0,0,0
001353.txt,0,0,0,0,0
001354.txt,0,0,1,1,0
001355.txt,1,0,1,1,1
001356.txt,1,0,0,0,0
001357.txt,0,0,1,1,1
001358.txt,1,1,1,1,0
001359.txt,1,1,0,0,0
001360.txt,1,1,1,0,0
001361.txt,1,0,0,0,0
001362.txt,0,0,0,0,0
001363.txt,1,0,0,0,0
001364.txt,1,0,0,0,0
001365.txt,1,1,0,0,1
001366.txt,1,0,1,1,1
001367.txt,1,1,0,0,1
001368.txt,1,1,1,0,1
001369.txt,1,0,0,0,0
001370.txt,1,1,1,1,1
001371.txt,1,1,1,0,0
001372.txt,1,1,1,1,0
001373.txt,1,0,0,0,0
001374.txt,0,0,1,1,0
001375.txt,1,0,0,0,0
001376.txt,1,1,0,0,0
001377.txt,1,1,0,0,0
001378.txt,1,0,1,1,0
001379.txt,1,0,0,0,0
001380.txt,1,1,1,0,0
001381.txt,1,1,0,0,0
001382.txt,1,1,0,0,0
001383.txt,1,1,0,0,0
001384.txt,0,0,1,1,0
001385.txt,0,0,0,0,0
001386.txt,1,0,0,0,0
001387.txt,1,0,0,0,0
001388.txt,1,1,0,0,0
001389.txt,1,1,0,0,0
001390.txt,1,0,0,0,0
001391.txt,1,1,0,0,0
001392.txt,1,1,0,0,0
001393.txt,1,1,0,0,0
001394.txt,0,0,1,1,0
001395.txt,1,0,0,0,0
001396.txt,1,0,1,0,0
001397.txt,0,0,1,1,0
001398.txt,1,0,0,0,0
001399.txt,0,0,0,0,0
001400.txt,1,0,0,0,0
001401.txt,0,0,0,0,0
001402.txt,1,0,0,0,0
001403.txt,1,0,0,0,0
001404.txt,1,1,1,1,1
001405.txt,0,0,1,0,0
001406.txt,0,0,1,1,0
001407.txt,1,0,1,0,0
001408.txt,1,0,0,0,0
001409.txt,1,0,1,0,0
001410.txt,1,1,0,0,0
001411.txt,1,0,0,0,0
001412.txt,1,1,0,0,1
001413.txt,1,0,0,0,0
001414.txt,1,1,0,0,0
001415.txt,1,1,0,0,0
001416.txt,1,1,0,0,0
001417.txt,1,1,0,0,0
001418.txt,1,1,0,0,0
001419.txt,1,0,1,1,1
001420.txt,0,0,0,0,0
001421.txt,0,0,1,1,0
001422.txt,0,0,1,1,1
001423.txt,0,0,1,1,0
001424.txt,1,0,1,0,0
001425.txt,1,0,1,0,0
001426.txt,1,1,1,1,1
001427.txt,0,0,0,0,0
001428.txt,0,0,1,1,1
001429.txt,1,1,0,0,0
001430.txt,1,0,0,0,0
001431.txt,0,0,1,1,0
001432.txt,1,0,0,0,0
001433.txt,1,0,1,0,0
001434.txt,1,1,0,0,0
001435.txt,1,0,0,0,0
001436.txt,1,0,0,0,0
001437.txt,0,0,0,0,0
001438.txt,1,1,1,0,0
001439.txt,1,0,1,1,0
001440.txt,1,0,0,0,0
001441.txt,0,0,1,1,0
001442.txt,1,1,0,0,0
001443.txt,1,1,0,0,0
001444.txt,0,0,1,1,0
001445.txt,1,1,0,0,0
001446.txt,1,0,0,0,0
001447.txt,1,0,0,0,0
001448.txt,1,0,0,0,0
001449.txt,0,0,1,1,0
001450.txt,1,0,1,0,0
001451.txt,1,0,0,0,0
001452.txt,1,1,0,0,0
001453.txt,1,0,0,0,0
001454.txt,0,0,1,1,0
001455.txt,1,0,1,0,0
001456.txt,1,1,0,0,0
001457.txt,1,1,0,0,0
001458.txt,1,1,1,0,0
001459.txt,1,0,0,0,0
001460.txt,1,1,0,0,0
001461.txt,1,0,0,0,0
001462.txt,1,0,0,0,0
001463.txt,1,0,0,0,0
001464.txt,1,1,1,1,1
001465.txt,1,1,0,0,0
001466.txt,1,0,1,0,0
001467.txt,0,0,1,1,1
001468.txt,1,1,1,1,1
001469.txt,1,1,0,0,0
001470.txt,1,0,0,0,0
001471.txt,1,0,0,0,0
001472.txt,1,0,0,0,0
001473.txt,0,0,0,0,0
001474.txt,1,0,0,0,0
001475.txt,1,1,0,0,1
001476.txt,1,1,0,0,0
001477.txt,0,0,1,1,0
001478.txt,1,0,0,0,0
001479.txt,1,0,0,0,0
001480.txt,1,0,0,0,0
001481.txt,1,1,0,0,0
001482.txt,1,0,0,0,0
001483.txt,1,1,0,0,0
001484.txt,1,0,0,0,0
001485.txt,1,0,1,0,0
001486.txt,1,1,0,0,0
001487.txt,1,0,1,0,0
001488.txt,1,1,1,0,0
001489.txt,0,0,0,0,0
001490.txt,1,0,0,0,0
001491.txt,1,0,0,0,0
001492.txt,1,0,0,0,0
001493.txt,1,0,0,0,0
001494.txt,1,1,0,0,0
001495.txt,1,1,0,0,1
001496.txt,0,0,1,1,1
001497.txt,1,1,0,0,0
001498.txt,1,0,0,0,0
001499.txt,1,0,0,0,0
001500.txt,1,1,0,0,0
001501.txt,1,0,0,0,0
001502.txt,1,0,1,1,0
001503.txt,1,0,0,0,0
001504.txt,0,0,1,1,0
001505.txt,1,1,0,0,1
001506.txt,1,1,0,0,0
001507.txt,1,0,0,0,0
001508.txt,1,0,0,0,0
001509.txt,0,0,1,1,0
001510.txt,1,0,0,0,0
001511.txt,1,0,0,0,0
001512.txt,1,1,0,0,0
001513.txt,1,1,0,0,0
001514.txt,1,0,0,0,0
001515.txt,1,0,0,0,0
001516.txt,1,1,1,0,0
001517.txt,1,0,0,0,0
001518.txt,1,0,0,0,0
001519.txt,0,0,1,1,0
001520.txt,1,0,0,0,0
001521.txt,1,1,0,0,0
001522.txt,1,1,0,0,0
001523.txt,1,0,1,0,0
001524.txt,1,0,0,0,0
001525.txt,1,0,1,1,0
001526.txt,1,0,0,0,0
001527.txt,1,0,0,0,0
001528.txt,1,0,0,0,0
001529.txt,0,0,1,1,1
001530.txt,1,1,0,0,0
001531.txt,1,1,1,0,0
001532.txt,1,0,0,0,0
001533.txt,1,1,0,0,0
001534.txt,1,0,0,0,0
001535.txt,1,1,0,0,1
001536.txt,1,0,0,0,0
001537.txt,1,0,0,0,0
001538.txt,1,1,0,0,0
001539.txt,1,1,0,0,0
001540.txt,0,0,1,1,0
001541.txt,1,1,0,0,0
001542.txt,1,0,0,0,0
001543.txt,0,0,1,1,0
001544.txt,0,0,1,1,0
001545.txt,1,1,0,0,0
001546.txt,1,0,0,0,0
001547.txt,0,0,1,1,0
001548.txt,0,0,1,1,0
001549.txt,1,0,1,1,1
001550.txt,1,0,0,0,0
001551.txt,1,1,0,0,0
001552.txt,1,1,0,0,1
001553.txt,1,1,0,0,0
001554.txt,1,0,0,0,0
001555.txt,1,0,0,0,0
001556.txt,1,0,0,0,0
001557.txt,1,1,1,1,1
001558.txt,0,0,1,1,1
001559.txt,1,0,0,0,0
001560.txt,1,1,0,0,0
001561.txt,1,0,0,0,0
001562.txt,1,1,0,0,0
001563.txt,1,0,0,0,0
001564.txt,1,1,0,0,0
001565.txt,1,1,0,0,1
001566.txt,1,0,1,0,0
001567.txt,1,0,0,0,0
001568.txt,0,0,1,1,0
001569.txt,1,0,0,0,0
001570.txt,1,0,1,1,0
001571.txt,0,0,1,1,0
001572.txt,0,0,1,1,0
001573.txt,1,1,0,0,0
001574.txt,0,0,1,1,0
001575.txt,1,0,0,0,0
001576.txt,1,1,0,0,0
001577.txt,0,0,0,0,0
001578.txt,1,1,0,0,0
001579.txt,1,0,0,0,0
001580.txt,1,1,1,0,0
001581.txt,1,1,0,0,0
001582.txt,1,1,0,0,0
001583.txt,1,1,0,0,1
001584.txt,1,1,0,0,0
001585.txt,1,1,0,0,0
001586.txt,1,1,0,0,0
001587.txt,1,0,0,0,0
001588.txt,1,0,1,0,0
001589.txt,1,0,1,1,0
001590.txt,1,1,0,0,0
001591.txt,1,1,0,0,1
001592.txt,1,1,1,1,1
001593.txt,1,1,0,0,0
001594.txt,1,0,0,0,0
001595.txt,1,1,0,0,0
001596.txt,1,1,0,0,0
001597.txt,1,0,0,0,0
001598.txt,0,0,0,0,0
001599.txt,1,0,0,0,0
001600.txt,1,0,1,0,0
001601.txt,1,1,0,0,0
001602.txt,1,1,0,0,0
001603.txt,1,1,0,0,0
001604.txt,1,0,0,0,0
001605.txt,1,1,1,0,0
001606.txt,1,0,0,0,0
001607.txt,1,0,0,0,0
001608.txt,1,0,1,0,0
001609.txt,0,0,1,1,0
001610.txt,1,1,0,0,0
001611.txt,0,0,1,1,1
001612.txt,1,1,0,0,0
001613.txt,1,0,0,0,0
001614.txt,1,1,0,0,0
001615.txt,1,0,0,0,0
001616.txt,1,1,0,0,0
001617.txt,1,0,0,0,0
001618.txt,1,1,1,1,1
001619.txt,1,1,0,0,0
001620.txt,1,0,0,0,0
001621.txt,1,1,0,0,0
001622.txt,0,0,1,0,0
001623.txt,1,0,0,0,0
001624.txt,1,0,1,1,1
001625.txt,1,1,0,0,1
001626.txt,0,0,0,0,0
001627.txt,1,1,1,0,0
001628.txt,1,0,0,0,0
001629.txt,1,1,1,0,0
001630.txt,1,1,0,0,0
001631.txt,1,1,0,0,0
001632.txt,0,0,1,1,0
001633.txt,1,1,0,0,0
001634.txt,1,0,0,0,0
001635.txt,0,0,0,0,0
001636.txt,1,0,1,1,0
001637.txt,1,1,0,0,0
001638.txt,1,1,0,0,0
001639.txt,1,0,0,0,0
001640.txt,1,0,1,0,0
001641.txt,0,0,0,0,0
001642.txt,1,0,0,0,0
001643.txt,1,1,0,0,1
001644.txt,1,0,1,1,0
001645.txt,1,1,0,0,0
001646.txt,1,0,0,0,0
001647.txt,1,1,0,0,0
001648.txt,1,0,1,1,1
001649.txt,1,1,0,0,1
001650.txt,1,0,0,0,0
001651.txt,1,0,0,0,0
001652.txt,1,0,0,0,0
001653.txt,1,0,0,0,0
001654.txt,0,0,1,1,0
001655.txt,1,0,1,0,0
001656.txt,1,1,0,0,0
001657.txt,1,0,0,0,0
001658.txt,1,0,0,0,0
001659.txt,1,1,0,0,0
001660.txt,1,0,0,0,0
001661.txt,0,0,1,1,0
001662.txt,1,1,1,0,0
001663.txt,1,0,0,0,0
001664.txt,1,1,0,0,0
001665.txt,1,1,1,0,0
001666.txt,1,1,0,0,0
001667.txt,1,0,1,1,1
001668.txt,1,0,0,0,0
001669.txt,1,0,0,0,0
001670.txt,1,0,0,0,0
001671.txt,1,0,0,0,0
001672.txt,1,0,1,1,1
001673.txt,1,1,0,0,1
001674.txt,1,1,1,0,1
001675.txt,1,0,0,0,0
001676.txt,1,1,0,0,1
001677.txt,1,1,1,0,0
001678.txt,1,0,0,0,0
001679.txt,1,1,0,0,0
001680.txt,1,0,0,0,0
001681.txt,1,1,0,0,1
001682.txt,1,1,1,1,1
001683.txt,1,1,0,0,0
001684.txt,1,0,0,0,0
001685.txt,1,0,0,0,0
001686.txt,1,0,0,0,0
001687.txt,1,1,0,0,0
001688.txt,1,0,0,0,0
001689.txt,0,0,1,1,0
001690.txt,1,1,0,0,1
001691.txt,1,1,0,0,0
001692.txt,0,0,1,1,1
001693.txt,1,0,1,1,1
001694.txt,1,0,0,0,0
001695.txt,1,0,0,0,0
001696.txt,1,0,1,0,0
001697.txt,1,1,0,0,0
001698.txt,1,0,0,0,0
001699.txt,1,1,0,0,0
001700.txt,1,1,1,1,1
001701.txt,1,1,0,0,0
001702.txt,1,1,1,0,0
001703.txt,1,0,0,0,0
001704.txt,1,0,0,0,0
001705.txt,1,1,0,0,0
001706.txt,1,0,1,1,0
001707.txt,1,0,1,0,0
001708.txt,1,0,0,0,0
001709.txt,1,1,0,0,1
001710.txt,1,1,0,0,0
001711.txt,1,0,0,0,0
001712.txt,1,0,1,0,0
001713.txt,1,0,1,1,0
001714.txt,1,1,1,1,1
001715.txt,0,0,0,0,0
001716.txt,1,0,1,1,1
001717.txt,1,0,1,0,0
001718.txt,1,1,0,0,1
001719.txt,1,0,0,0,0
001720.txt,1,0,1,0,0
001721.txt,1,1,1,0,0
001722.txt,1,0,0,0,0
001723.txt,1,1,0,0,0
001724.txt,1,0,0,0,0
001725.txt,0,0,1,1,0
001726.txt,1,0,0,0,0
001727.txt,1,0,1,0,0
001728.txt,1,0,0,0,0
001729.txt,1,0,0,0,0
001730.txt,1,0,0,0,0
001731.txt,1,1,0,0,0
001732.txt,1,0,0,0,0
001733.txt,1,1,0,0,0
001734.txt,1,1,0,0,0
001735.txt,1,0,0,0,0
001736.txt,1,1,0,0,0
001737.txt,1,0,0,0,0
001738.txt,1,0,1,0,0
